Entity,Code,Day,total_vaccinations
Kentucky,,2021-02-22,839508
Kentucky,,2021-02-23,851440
Kentucky,,2021-02-24,874840
Kentucky,,2021-02-25,907836
Kentucky,,2021-02-26,945168
Kentucky,,2021-02-27,980727
Kentucky,,2021-02-28,1020045
Kentucky,,2021-03-01,1046835
Kentucky,,2021-03-02,1061236
Kentucky,,2021-03-03,1082228
Kentucky,,2021-03-04,1117369
Kentucky,,2021-03-05,1162694
Kentucky,,2021-03-06,1209546
Kentucky,,2021-03-07,1254160
Kentucky,,2021-03-08,1283860
Kentucky,,2021-03-09,1293847
Kentucky,,2021-03-10,1318808
Kentucky,,2021-03-11,1357068
Kentucky,,2021-03-12,1401175
Kentucky,,2021-03-13,1492234
Kentucky,,2021-03-14,1496894
Kentucky,,2021-03-15,1532494
Kentucky,,2021-03-16,1547563
Kentucky,,2021-03-17,1582305
Kentucky,,2021-03-18,1619517
Kentucky,,2021-03-19,1668125
Kentucky,,2021-03-20,1713059
Kentucky,,2021-03-21,1762745
Kentucky,,2021-03-22,1797605
Kentucky,,2021-03-23,1813786
Kentucky,,2021-03-24,1838590
Kentucky,,2021-03-25,1876610
Kentucky,,2021-03-26,1924602
Kentucky,,2021-03-27,1976294
Kentucky,,2021-03-28,2019234
Kentucky,,2021-03-29,2058753
Kentucky,,2021-03-30,2074948
Kentucky,,2021-03-31,2100387
Kentucky,,2021-04-01,2142945
Kentucky,,2021-04-02,2192380
Kentucky,,2021-04-03,2252894
Kentucky,,2021-04-04,2300753
Kentucky,,2021-04-05,2327458
Kentucky,,2021-04-06,2333781
Kentucky,,2021-04-07,2368560
Kentucky,,2021-04-08,2414960
Kentucky,,2021-04-09,2471143
Kentucky,,2021-04-10,2525215
Kentucky,,2021-04-11,2571972
Kentucky,,2021-04-12,2587355
Kentucky,,2021-04-13,2594073
Kentucky,,2021-04-14,2653617
Kentucky,,2021-04-15,2704303
Kentucky,,2021-04-16,2755582
Kentucky,,2021-04-17,2802064
Kentucky,,2021-04-18,2849292
Kentucky,,2021-04-19,2868642
Kentucky,,2021-04-20,2877497
Kentucky,,2021-04-21,2900342
Kentucky,,2021-04-22,2934874
Kentucky,,2021-04-23,2977151
Kentucky,,2021-04-24,3011682
Kentucky,,2021-04-25,3039150
Long Term Care,,2021-01-12,951774
Long Term Care,,2021-01-13,1084177
Long Term Care,,2021-01-14,1225493
Long Term Care,,2021-01-15,1384963
Long Term Care,,2021-01-19,1745441
Long Term Care,,2021-01-20,1908256
Long Term Care,,2021-01-21,2089181
Long Term Care,,2021-01-22,2289284
Long Term Care,,2021-01-23,2437670
Long Term Care,,2021-01-24,2567018
Long Term Care,,2021-01-25,2714487
Long Term Care,,2021-01-26,2725830
Long Term Care,,2021-01-27,2904840
Long Term Care,,2021-01-28,3102134
Long Term Care,,2021-01-29,3314266
Long Term Care,,2021-01-30,3505431
Long Term Care,,2021-01-31,3683718
Long Term Care,,2021-02-01,3748779
Long Term Care,,2021-02-02,3851460
Long Term Care,,2021-02-03,4022407
Long Term Care,,2021-02-04,4210027
Long Term Care,,2021-02-05,4419633
Long Term Care,,2021-02-06,4628962
Long Term Care,,2021-02-07,4839144
Long Term Care,,2021-02-08,4946483
Long Term Care,,2021-02-09,5015224
Long Term Care,,2021-02-10,5176499
Long Term Care,,2021-02-11,5348775
Long Term Care,,2021-02-12,5507785
Long Term Care,,2021-02-13,5667091
Long Term Care,,2021-02-14,5822871
Long Term Care,,2021-02-16,5968542
Long Term Care,,2021-02-17,6070341
Long Term Care,,2021-02-18,6181996
Long Term Care,,2021-02-19,6289188
Long Term Care,,2021-02-20,6399010
Long Term Care,,2021-02-21,6519848
Long Term Care,,2021-02-22,6579236
Long Term Care,,2021-02-23,6627820
Long Term Care,,2021-02-24,6724310
Long Term Care,,2021-02-25,6817460
Long Term Care,,2021-02-26,6933071
Long Term Care,,2021-02-27,7043540
Long Term Care,,2021-02-28,7112537
Long Term Care,,2021-03-01,7154531
Long Term Care,,2021-03-02,7178616
Long Term Care,,2021-03-03,7218655
Long Term Care,,2021-03-04,7262104
Long Term Care,,2021-03-05,7306425
Long Term Care,,2021-03-06,7349495
Long Term Care,,2021-03-07,7389102
Long Term Care,,2021-03-08,7405816
Long Term Care,,2021-03-09,7419240
Long Term Care,,2021-03-10,7445798
Long Term Care,,2021-03-11,7473597
Long Term Care,,2021-03-12,7499822
Long Term Care,,2021-03-13,7538985
Long Term Care,,2021-03-14,7547477
Long Term Care,,2021-03-15,7559194
Long Term Care,,2021-03-16,7569120
Long Term Care,,2021-03-17,7585936
Long Term Care,,2021-03-18,7614153
Long Term Care,,2021-03-19,7630706
Long Term Care,,2021-03-20,7648211
Long Term Care,,2021-03-21,7662913
Long Term Care,,2021-03-22,7671197
Long Term Care,,2021-03-23,7675790
Long Term Care,,2021-03-24,7683903
Long Term Care,,2021-03-25,7690646
Long Term Care,,2021-03-26,7699428
Long Term Care,,2021-03-27,7707857
Long Term Care,,2021-03-28,7715923
Long Term Care,,2021-03-29,7718036
Long Term Care,,2021-03-30,7719964
Long Term Care,,2021-03-31,7726500
Long Term Care,,2021-04-01,7731353
Long Term Care,,2021-04-02,7735342
Long Term Care,,2021-04-03,7738792
Long Term Care,,2021-04-04,7742126
Long Term Care,,2021-04-05,7743373
Long Term Care,,2021-04-06,7748620
Long Term Care,,2021-04-07,7751004
Long Term Care,,2021-04-08,7754456
Long Term Care,,2021-04-09,7759386
Long Term Care,,2021-04-10,7764006
Long Term Care,,2021-04-11,7766002
Long Term Care,,2021-04-12,7766645
Long Term Care,,2021-04-13,7767308
Long Term Care,,2021-04-14,7770764
Long Term Care,,2021-04-15,7771899
Long Term Care,,2021-04-16,7775182
Long Term Care,,2021-04-17,7777177
Long Term Care,,2021-04-18,7779273
Long Term Care,,2021-04-19,7780750
Long Term Care,,2021-04-20,7780967
Long Term Care,,2021-04-21,7782215
Long Term Care,,2021-04-22,7783990
Long Term Care,,2021-04-23,7786204
Long Term Care,,2021-04-24,7789075
Long Term Care,,2021-04-25,7791490
Louisiana,,2021-01-12,142771
Louisiana,,2021-01-13,156186
Louisiana,,2021-01-14,175811
Louisiana,,2021-01-15,197967
Louisiana,,2021-01-19,255591
Louisiana,,2021-01-20,264400
Louisiana,,2021-01-21,279398
Louisiana,,2021-01-22,297655
Louisiana,,2021-01-23,315023
Louisiana,,2021-01-24,334086
Louisiana,,2021-01-25,341447
Louisiana,,2021-01-26,345675
Louisiana,,2021-01-27,358746
Louisiana,,2021-01-28,375895
Louisiana,,2021-01-29,398312
Louisiana,,2021-01-30,420908
Louisiana,,2021-01-31,443715
Louisiana,,2021-02-01,463179
Louisiana,,2021-02-02,476014
Louisiana,,2021-02-03,488960
Louisiana,,2021-02-04,509982
Louisiana,,2021-02-05,536404
Louisiana,,2021-02-06,570731
Louisiana,,2021-02-07,599941
Louisiana,,2021-02-08,614041
Louisiana,,2021-02-09,619729
Louisiana,,2021-02-10,639019
Louisiana,,2021-02-11,639019
Louisiana,,2021-02-12,701110
Louisiana,,2021-02-13,735622
Louisiana,,2021-02-14,769155
Louisiana,,2021-02-16,784976
Louisiana,,2021-02-17,791574
Louisiana,,2021-02-18,795511
Louisiana,,2021-02-19,859565
Louisiana,,2021-02-20,877683
Louisiana,,2021-02-21,894519
Louisiana,,2021-02-22,903226
Louisiana,,2021-02-23,907334
Louisiana,,2021-02-24,920794
Louisiana,,2021-02-25,943419
Louisiana,,2021-02-26,978234
Louisiana,,2021-02-27,1019381
Louisiana,,2021-02-28,1056975
Louisiana,,2021-03-01,1076576
Louisiana,,2021-03-02,1084499
Louisiana,,2021-03-03,1107626
Louisiana,,2021-03-04,1139071
Louisiana,,2021-03-05,1179138
Louisiana,,2021-03-06,1179915
Louisiana,,2021-03-07,1180945
Louisiana,,2021-03-08,1277889
Louisiana,,2021-03-09,1286353
Louisiana,,2021-03-10,1309279
Louisiana,,2021-03-11,1340630
Louisiana,,2021-03-12,1379998
Louisiana,,2021-03-13,1464259
Louisiana,,2021-03-14,1464377
Louisiana,,2021-03-15,1484459
Louisiana,,2021-03-16,1494482
Louisiana,,2021-03-17,1519050
Louisiana,,2021-03-18,1519659
Louisiana,,2021-03-19,1587368
Louisiana,,2021-03-20,1629437
Louisiana,,2021-03-21,1664443
Louisiana,,2021-03-22,1688633
Louisiana,,2021-03-23,1695779
Louisiana,,2021-03-24,1725080
Louisiana,,2021-03-25,1756494
Louisiana,,2021-03-26,1793002
Louisiana,,2021-03-27,1838055
Louisiana,,2021-03-28,1882190
Louisiana,,2021-03-29,1911134
Louisiana,,2021-03-30,1920242
Louisiana,,2021-03-31,1963625
Louisiana,,2021-04-01,2003199
Louisiana,,2021-04-02,2047718
Louisiana,,2021-04-03,2093895
Louisiana,,2021-04-04,2116985
Louisiana,,2021-04-05,2131488
Louisiana,,2021-04-06,2134372
Louisiana,,2021-04-07,2161015
Louisiana,,2021-04-08,2199349
Louisiana,,2021-04-09,2239421
Louisiana,,2021-04-10,2279467
Louisiana,,2021-04-11,2317149
Louisiana,,2021-04-12,2334618
Louisiana,,2021-04-13,2345503
Louisiana,,2021-04-14,2355526
Louisiana,,2021-04-15,2394289
Louisiana,,2021-04-16,2427942
Louisiana,,2021-04-17,2460469
Louisiana,,2021-04-18,2489654
Louisiana,,2021-04-19,2507009
Louisiana,,2021-04-20,2517042
Louisiana,,2021-04-21,2540302
Louisiana,,2021-04-22,2567548
Louisiana,,2021-04-23,2597790
Louisiana,,2021-04-24,2624038
Louisiana,,2021-04-25,2648411
Maine,,2021-01-12,54945
Maine,,2021-01-13,57248
Maine,,2021-01-14,61129
Maine,,2021-01-15,61129
Maine,,2021-01-19,73978
Maine,,2021-01-20,76167
Maine,,2021-01-21,80502
Maine,,2021-01-22,86395
Maine,,2021-01-23,93003
Maine,,2021-01-24,99815
Maine,,2021-01-25,104069
Maine,,2021-01-26,104924
Maine,,2021-01-27,109183
Maine,,2021-01-28,115191
Maine,,2021-01-29,123207
Maine,,2021-01-30,132067
Maine,,2021-01-31,140353
Maine,,2021-02-01,145786
Maine,,2021-02-02,145786
Maine,,2021-02-03,145786
Maine,,2021-02-04,153439
Maine,,2021-02-05,159236
Maine,,2021-02-06,168626
Maine,,2021-02-07,178449
Maine,,2021-02-08,178449
Maine,,2021-02-09,187512
Maine,,2021-02-10,193246
Maine,,2021-02-11,193246
Maine,,2021-02-12,193246
Maine,,2021-02-13,193246
Maine,,2021-02-14,193246
Maine,,2021-02-16,238137
Maine,,2021-02-17,242445
Maine,,2021-02-18,242445
Maine,,2021-02-19,268162
Maine,,2021-02-20,268322
Maine,,2021-02-21,268693
Maine,,2021-02-22,297116
Maine,,2021-02-23,299427
Maine,,2021-02-24,305362
Maine,,2021-02-25,305397
Maine,,2021-02-26,305477
Maine,,2021-02-27,332358
Maine,,2021-02-28,332999
Maine,,2021-03-01,334009
Maine,,2021-03-02,334325
Maine,,2021-03-03,334449
Maine,,2021-03-04,334528
Maine,,2021-03-05,382117
Maine,,2021-03-06,398509
Maine,,2021-03-07,399534
Maine,,2021-03-08,427445
Maine,,2021-03-09,432219
Maine,,2021-03-10,441443
Maine,,2021-03-11,442593
Maine,,2021-03-12,476530
Maine,,2021-03-13,477511
Maine,,2021-03-14,510397
Maine,,2021-03-15,523269
Maine,,2021-03-16,528109
Maine,,2021-03-17,528359
Maine,,2021-03-18,528977
Maine,,2021-03-19,557469
Maine,,2021-03-20,557814
Maine,,2021-03-21,558351
Maine,,2021-03-22,595845
Maine,,2021-03-23,599693
Maine,,2021-03-24,599839
Maine,,2021-03-25,620556
Maine,,2021-03-26,639773
Maine,,2021-03-27,656607
Maine,,2021-03-28,673445
Maine,,2021-03-29,683925
Maine,,2021-03-30,687989
Maine,,2021-03-31,697663
Maine,,2021-04-01,715036
Maine,,2021-04-02,735876
Maine,,2021-04-03,756766
Maine,,2021-04-04,778195
Maine,,2021-04-05,795748
Maine,,2021-04-06,798203
Maine,,2021-04-07,809459
Maine,,2021-04-08,829113
Maine,,2021-04-09,856186
Maine,,2021-04-10,883051
Maine,,2021-04-11,884479
Maine,,2021-04-12,886525
Maine,,2021-04-13,981012
Maine,,2021-04-14,947441
Maine,,2021-04-15,966930
Maine,,2021-04-16,987358
Maine,,2021-04-17,1006549
Maine,,2021-04-18,1007762
Maine,,2021-04-19,1035968
Maine,,2021-04-20,1041650
Maine,,2021-04-21,1048457
Maine,,2021-04-22,1068265
Maine,,2021-04-23,1088047
Maine,,2021-04-24,1105784
Maine,,2021-04-25,1107231
Marshall Islands,MHL,2021-01-12,639
Marshall Islands,MHL,2021-01-13,649
Marshall Islands,MHL,2021-01-14,649
Marshall Islands,MHL,2021-01-15,658
Marshall Islands,MHL,2021-01-19,1282
Marshall Islands,MHL,2021-01-20,1514
Marshall Islands,MHL,2021-01-21,1991
Marshall Islands,MHL,2021-01-22,2438
Marshall Islands,MHL,2021-01-23,2873
Marshall Islands,MHL,2021-01-24,3098
Marshall Islands,MHL,2021-01-25,3098
Marshall Islands,MHL,2021-01-26,3284
Marshall Islands,MHL,2021-01-27,3538
Marshall Islands,MHL,2021-01-28,3755
Marshall Islands,MHL,2021-01-29,3928
Marshall Islands,MHL,2021-01-30,3992
Marshall Islands,MHL,2021-01-31,4127
Marshall Islands,MHL,2021-02-01,4127
Marshall Islands,MHL,2021-02-02,4258
Marshall Islands,MHL,2021-02-03,4258
Marshall Islands,MHL,2021-02-04,4424
Marshall Islands,MHL,2021-02-05,4553
Marshall Islands,MHL,2021-02-06,4740
Marshall Islands,MHL,2021-02-07,4907
Marshall Islands,MHL,2021-02-08,4907
Marshall Islands,MHL,2021-02-09,5145
Marshall Islands,MHL,2021-02-10,5260
Marshall Islands,MHL,2021-02-11,5433
Marshall Islands,MHL,2021-02-12,5609
Marshall Islands,MHL,2021-02-13,5730
Marshall Islands,MHL,2021-02-14,5938
Marshall Islands,MHL,2021-02-16,6455
Marshall Islands,MHL,2021-02-17,6458
Marshall Islands,MHL,2021-02-18,6760
Marshall Islands,MHL,2021-02-19,7417
Marshall Islands,MHL,2021-02-20,7733
Marshall Islands,MHL,2021-02-21,8716
Marshall Islands,MHL,2021-02-22,8926
Marshall Islands,MHL,2021-02-23,9462
Marshall Islands,MHL,2021-02-24,9995
Marshall Islands,MHL,2021-02-25,10360
Marshall Islands,MHL,2021-02-26,10745
Marshall Islands,MHL,2021-02-27,10745
Marshall Islands,MHL,2021-02-28,11197
Marshall Islands,MHL,2021-03-01,11197
Marshall Islands,MHL,2021-03-02,11351
Marshall Islands,MHL,2021-03-03,11351
Marshall Islands,MHL,2021-03-04,12111
Marshall Islands,MHL,2021-03-05,12592
Marshall Islands,MHL,2021-03-06,13292
Marshall Islands,MHL,2021-03-07,13742
Marshall Islands,MHL,2021-03-08,13742
Marshall Islands,MHL,2021-03-09,14523
Marshall Islands,MHL,2021-03-10,14987
Marshall Islands,MHL,2021-03-11,15516
Marshall Islands,MHL,2021-03-12,15896
Marshall Islands,MHL,2021-03-13,16007
Marshall Islands,MHL,2021-03-14,16007
Marshall Islands,MHL,2021-03-15,16007
Marshall Islands,MHL,2021-03-16,16100
Marshall Islands,MHL,2021-03-17,17112
Marshall Islands,MHL,2021-03-18,17112
Marshall Islands,MHL,2021-03-19,17112
Marshall Islands,MHL,2021-03-20,18039
Marshall Islands,MHL,2021-03-21,18873
Marshall Islands,MHL,2021-03-22,18873
Marshall Islands,MHL,2021-03-23,18873
Marshall Islands,MHL,2021-03-24,19083
Marshall Islands,MHL,2021-03-25,19343
Marshall Islands,MHL,2021-03-26,19871
Marshall Islands,MHL,2021-03-27,19871
Marshall Islands,MHL,2021-03-28,20014
Marshall Islands,MHL,2021-03-29,20342
Marshall Islands,MHL,2021-03-30,20342
Marshall Islands,MHL,2021-03-31,20512
Marshall Islands,MHL,2021-04-01,20689
Marshall Islands,MHL,2021-04-02,20923
Marshall Islands,MHL,2021-04-03,21328
Marshall Islands,MHL,2021-04-04,21785
Marshall Islands,MHL,2021-04-05,21785
Marshall Islands,MHL,2021-04-06,21952
Marshall Islands,MHL,2021-04-07,22127
Marshall Islands,MHL,2021-04-08,22507
Marshall Islands,MHL,2021-04-09,22507
Marshall Islands,MHL,2021-04-10,23003
Marshall Islands,MHL,2021-04-11,23156
Marshall Islands,MHL,2021-04-12,23233
Marshall Islands,MHL,2021-04-13,23445
Marshall Islands,MHL,2021-04-14,23445
Marshall Islands,MHL,2021-04-15,23566
Marshall Islands,MHL,2021-04-16,23826
Marshall Islands,MHL,2021-04-17,24248
Marshall Islands,MHL,2021-04-18,24248
Marshall Islands,MHL,2021-04-19,24673
Marshall Islands,MHL,2021-04-20,24673
Marshall Islands,MHL,2021-04-21,25007
Marshall Islands,MHL,2021-04-22,25393
Marshall Islands,MHL,2021-04-23,25394
Marshall Islands,MHL,2021-04-24,25394
Marshall Islands,MHL,2021-04-25,25394
Maryland,,2021-01-12,146231
Maryland,,2021-01-13,178056
Maryland,,2021-01-14,178056
Maryland,,2021-01-15,194705
Maryland,,2021-01-19,247597
Maryland,,2021-01-20,258146
Maryland,,2021-01-21,271905
Maryland,,2021-01-22,287512
Maryland,,2021-01-23,307411
Maryland,,2021-01-24,338544
Maryland,,2021-01-25,350835
Maryland,,2021-01-26,365519
Maryland,,2021-01-27,389253
Maryland,,2021-01-28,412206
Maryland,,2021-01-29,442565
Maryland,,2021-01-30,475780
Maryland,,2021-01-31,505454
Maryland,,2021-02-01,528301
Maryland,,2021-02-02,537037
Maryland,,2021-02-03,546409
Maryland,,2021-02-04,565821
Maryland,,2021-02-05,594647
Maryland,,2021-02-06,626838
Maryland,,2021-02-07,665025
Maryland,,2021-02-08,683305
Maryland,,2021-02-09,692965
Maryland,,2021-02-10,721159
Maryland,,2021-02-11,745478
Maryland,,2021-02-12,778790
Maryland,,2021-02-13,812231
Maryland,,2021-02-14,850994
Maryland,,2021-02-16,887943
Maryland,,2021-02-17,903172
Maryland,,2021-02-18,930567
Maryland,,2021-02-19,1011323
Maryland,,2021-02-20,1054467
Maryland,,2021-02-21,1087762
Maryland,,2021-02-22,1111529
Maryland,,2021-02-23,1132483
Maryland,,2021-02-24,1159983
Maryland,,2021-02-25,1199143
Maryland,,2021-02-26,1239644
Maryland,,2021-02-27,1280675
Maryland,,2021-02-28,1325977
Maryland,,2021-03-01,1364145
Maryland,,2021-03-02,1390370
Maryland,,2021-03-03,1454494
Maryland,,2021-03-04,1497538
Maryland,,2021-03-05,1548380
Maryland,,2021-03-06,1606378
Maryland,,2021-03-07,1645609
Maryland,,2021-03-08,1671778
Maryland,,2021-03-09,1715039
Maryland,,2021-03-10,1761081
Maryland,,2021-03-11,1812309
Maryland,,2021-03-12,1859444
Maryland,,2021-03-13,1922161
Maryland,,2021-03-14,1961982
Maryland,,2021-03-15,1991188
Maryland,,2021-03-16,2033434
Maryland,,2021-03-17,2082976
Maryland,,2021-03-18,2130973
Maryland,,2021-03-19,2190923
Maryland,,2021-03-20,2194556
Maryland,,2021-03-21,2287975
Maryland,,2021-03-22,2320073
Maryland,,2021-03-23,2357211
Maryland,,2021-03-24,2409705
Maryland,,2021-03-25,2464830
Maryland,,2021-03-26,2532593
Maryland,,2021-03-27,2594534
Maryland,,2021-03-28,2648201
Maryland,,2021-03-29,2681526
Maryland,,2021-03-30,2736823
Maryland,,2021-03-31,2809466
Maryland,,2021-04-01,2882170
Maryland,,2021-04-02,2961306
Maryland,,2021-04-03,3043682
Maryland,,2021-04-04,3103045
Maryland,,2021-04-05,3126025
Maryland,,2021-04-06,3174405
Maryland,,2021-04-07,3251010
Maryland,,2021-04-08,3330227
Maryland,,2021-04-09,3414598
Maryland,,2021-04-10,3513930
Maryland,,2021-04-11,3581978
Maryland,,2021-04-12,3582804
Maryland,,2021-04-13,3689020
Maryland,,2021-04-14,3765018
Maryland,,2021-04-15,3837451
Maryland,,2021-04-16,3921579
Maryland,,2021-04-17,3924960
Maryland,,2021-04-18,4063087
Maryland,,2021-04-19,4110450
Maryland,,2021-04-20,4166108
Maryland,,2021-04-21,4238913
Maryland,,2021-04-22,4315837
Maryland,,2021-04-23,4394132
Maryland,,2021-04-24,4456286
Maryland,,2021-04-25,4525719
Massachusetts,,2021-01-12,204082
Massachusetts,,2021-01-13,217443
Massachusetts,,2021-01-14,233476
Massachusetts,,2021-01-15,257175
Massachusetts,,2021-01-19,318877
Massachusetts,,2021-01-20,330490
Massachusetts,,2021-01-21,353117
Massachusetts,,2021-01-22,370627
Massachusetts,,2021-01-23,392967
Massachusetts,,2021-01-24,419806
Massachusetts,,2021-01-25,433615
Massachusetts,,2021-01-26,442703
Massachusetts,,2021-01-27,464275
Massachusetts,,2021-01-28,490332
Massachusetts,,2021-01-29,520504
Massachusetts,,2021-01-30,547082
Massachusetts,,2021-01-31,579181
Massachusetts,,2021-02-01,608947
Massachusetts,,2021-02-02,625477
Massachusetts,,2021-02-03,625477
Massachusetts,,2021-02-04,652929
Massachusetts,,2021-02-05,685074
Massachusetts,,2021-02-06,727120
Massachusetts,,2021-02-07,780268
Massachusetts,,2021-02-08,806376
Massachusetts,,2021-02-09,832242
Massachusetts,,2021-02-10,883945
Massachusetts,,2021-02-11,924612
Massachusetts,,2021-02-12,962711
Massachusetts,,2021-02-13,1009560
Massachusetts,,2021-02-14,1085584
Massachusetts,,2021-02-16,1146860
Massachusetts,,2021-02-17,1170398
Massachusetts,,2021-02-18,1214821
Massachusetts,,2021-02-19,1316402
Massachusetts,,2021-02-20,1375439
Massachusetts,,2021-02-21,1426512
Massachusetts,,2021-02-22,1468992
Massachusetts,,2021-02-23,1500077
Massachusetts,,2021-02-24,1533534
Massachusetts,,2021-02-25,1576657
Massachusetts,,2021-02-26,1625459
Massachusetts,,2021-02-27,1684341
Massachusetts,,2021-02-28,1735916
Massachusetts,,2021-03-01,1803528
Massachusetts,,2021-03-02,1837816
Massachusetts,,2021-03-03,1884139
Massachusetts,,2021-03-04,1941018
Massachusetts,,2021-03-05,2005708
Massachusetts,,2021-03-06,2082052
Massachusetts,,2021-03-07,2148356
Massachusetts,,2021-03-08,2199086
Massachusetts,,2021-03-09,2226167
Massachusetts,,2021-03-10,2313916
Massachusetts,,2021-03-11,2376322
Massachusetts,,2021-03-12,2443419
Massachusetts,,2021-03-13,2561749
Massachusetts,,2021-03-14,2561749
Massachusetts,,2021-03-15,2620671
Massachusetts,,2021-03-16,2633498
Massachusetts,,2021-03-17,2710203
Massachusetts,,2021-03-18,2773542
Massachusetts,,2021-03-19,2837941
Massachusetts,,2021-03-20,2909219
Massachusetts,,2021-03-21,2972826
Massachusetts,,2021-03-22,3032996
Massachusetts,,2021-03-23,3066115
Massachusetts,,2021-03-24,3131419
Massachusetts,,2021-03-25,3196050
Massachusetts,,2021-03-26,3270796
Massachusetts,,2021-03-27,3345239
Massachusetts,,2021-03-28,3424253
Massachusetts,,2021-03-29,3495331
Massachusetts,,2021-03-30,3535818
Massachusetts,,2021-03-31,3611067
Massachusetts,,2021-04-01,3685186
Massachusetts,,2021-04-02,3771380
Massachusetts,,2021-04-03,3868668
Massachusetts,,2021-04-04,3968332
Massachusetts,,2021-04-05,4041785
Massachusetts,,2021-04-06,4079774
Massachusetts,,2021-04-07,4161913
Massachusetts,,2021-04-08,4252091
Massachusetts,,2021-04-09,4345857
Massachusetts,,2021-04-10,4461283
Massachusetts,,2021-04-11,4569777
Massachusetts,,2021-04-12,4651716
Massachusetts,,2021-04-13,4708134
Massachusetts,,2021-04-14,4800301
Massachusetts,,2021-04-15,4895087
Massachusetts,,2021-04-16,4991916
Massachusetts,,2021-04-17,5080279
Massachusetts,,2021-04-18,5170513
Massachusetts,,2021-04-19,5242290
Massachusetts,,2021-04-20,5293380
Massachusetts,,2021-04-21,5372992
Massachusetts,,2021-04-22,5467558
Massachusetts,,2021-04-23,5563298
Massachusetts,,2021-04-24,5672164
Massachusetts,,2021-04-25,5776781
Michigan,,2021-01-12,227685
Michigan,,2021-01-13,291519
Michigan,,2021-01-14,327235
Michigan,,2021-01-15,364182
Michigan,,2021-01-19,483592
Michigan,,2021-01-20,508607
Michigan,,2021-01-21,548844
Michigan,,2021-01-22,595454
Michigan,,2021-01-23,652661
Michigan,,2021-01-24,695273
Michigan,,2021-01-25,727437
Michigan,,2021-01-26,742270
Michigan,,2021-01-27,772031
Michigan,,2021-01-28,814416
Michigan,,2021-01-29,866663
Michigan,,2021-01-30,922423
Michigan,,2021-01-31,977030
Michigan,,2021-02-01,1005544
Michigan,,2021-02-02,1015483
Michigan,,2021-02-03,1042268
Michigan,,2021-02-04,1078808
Michigan,,2021-02-05,1134175
Michigan,,2021-02-06,1193181
Michigan,,2021-02-07,1251940
Michigan,,2021-02-08,1282375
Michigan,,2021-02-09,1309883
Michigan,,2021-02-10,1358924
Michigan,,2021-02-11,1412047
Michigan,,2021-02-12,1465627
Michigan,,2021-02-13,1537856
Michigan,,2021-02-14,1604973
Michigan,,2021-02-16,1657007
Michigan,,2021-02-17,1680901
Michigan,,2021-02-18,1718790
Michigan,,2021-02-19,1833886
Michigan,,2021-02-20,1884038
Michigan,,2021-02-21,1933648
Michigan,,2021-02-22,1972201
Michigan,,2021-02-23,1985511
Michigan,,2021-02-24,2044496
Michigan,,2021-02-25,2103114
Michigan,,2021-02-26,2165950
Michigan,,2021-02-27,2245696
Michigan,,2021-02-28,2318415
Michigan,,2021-03-01,2357259
Michigan,,2021-03-02,2389534
Michigan,,2021-03-03,2423899
Michigan,,2021-03-04,2476796
Michigan,,2021-03-05,2555112
Michigan,,2021-03-06,2637353
Michigan,,2021-03-07,2716893
Michigan,,2021-03-08,2765577
Michigan,,2021-03-09,2787289
Michigan,,2021-03-10,2831319
Michigan,,2021-03-11,2899309
Michigan,,2021-03-12,2983009
Michigan,,2021-03-13,3076878
Michigan,,2021-03-14,3166094
Michigan,,2021-03-15,3170085
